VIN,customerID,start_date,service_writer,odometer,labor_cost,repair_desc,completion_date
83L3CNAESZD022827,130,2021-05-13,user33,383901,66.26,adjust accelerator pedal linkage; replace steering column lock; ,2021-05-19
83L3CNAESZD022827,130,2021-05-26,user13,408751,33.13,repair cooled seats; adjust accelerator pedal linkage; ,2021-06-01
83L3CNAESZD022827,130,2021-07-03,user12,652941,33.13,replace liftgate window; adjust hybrid performance; ,2021-07-05
83L3CNAESZD022827,130,2021-08-22,user13,1026475,55.22,add heated windshield; change timing belt; ,2021-09-07
88WPSV7V73S064896,129,2021-04-30,roland,88340,42.61,adjust traction control system; reduce carbon footprint; ,2021-05-16
88WPSV7V73S064896,129,2021-05-20,user29,116627,63.92,fix deceleration system; install dusk-sensing headlights; ,2021-05-22
88WPSV7V73S064896,129,2021-05-24,user30,131723,149.14,adjust seat belts tension; change memory settings of the onboard computer; ,2021-05-31
88WPSV7V73S064896,129,2021-06-11,user15,243745,21.31,repair cooled seats; fix external temperature display; ,2021-06-21
88WPSV7V73S064896,129,2021-06-26,user15,292437,42.61,attach spoiler; install on-board diagnosis system; ,2021-06-30
88WPSV7V73S064896,129,2021-07-01,user29,295490,149.14,repair direct injection system; fix ventilated seats; ,2021-07-13
88WPSV7V73S064896,129,2021-07-15,user29,301667,42.61,install turbocharger; ,2021-08-04
88WPSV7V73S064896,129,2021-09-02,roland,425006,468.72,adjust climate control; fix power activated release; ,2021-09-26
8AWRIWHIOB7240899,158,2021-05-27,user33,246523,35.63,repair cooled seats; fix steering damper; ,2021-06-11
8AWRIWHIOB7240899,158,2021-06-17,user12,311980,23.75,configure universal remote control; replace timing belt tensioner; ,2021-06-18
8AWRIWHIOB7240899,158,2021-07-08,user12,521309,23.75,install turbocharger; install anti-theft alarm; ,2021-07-16
8AWRIWHIOB7240899,158,2021-07-18,user30,528815,59.38,adjust block heater; repair cooled seats; ,2021-07-26
8AWRIWHIOB7240899,158,2021-07-30,user30,559080,11.88,repair cooled seats; adjust retractable mirrors; ,2021-08-02
8AWRIWHIOB7240899,158,2021-08-08,user12,575102,47.51,replace steering column lock; adjust hybrid performance; ,2021-08-12
8AWRIWHIOB7240899,158,2021-08-20,user33,655023,178.15,adjust regenerative braking; replace crankcase ventilation filter; ,2021-09-05
8DPBPQ225LD772299,59,2021-05-14,user17,417299,4780.75,install smoked glass; refurbish power steering; ,2021-06-29
8DPBPQ225LD772299,59,2021-07-03,user30,450015,597.59,configure audio remote control; set up auto-delay headlights; ,2021-07-11
8DPBPQ225LD772299,59,2021-07-30,roland,639314,956.15,fix ventilated seats; reduce fuel consumption; ,2021-09-01
8G3LUP7YDIR245248,145,2021-06-23,user29,87282,86.87,replace crankcase ventilation filter; ,2021-07-19
8G3LUP7YDIR245248,145,2021-07-30,user13,191553,10.86,install anti-theft alarm; adjust seat belts tension; ,2021-07-30
8G3LUP7YDIR245248,145,2021-09-05,user13,560825,43.44,upgrade navigation system; adjust low fuel warning indicator; ,2021-09-09
8X1ZMNTEG8V581855,149,2021-07-15,user15,408846,234.18,fix a-pillar; attach seat extension; ,2021-08-08
8X1ZMNTEG8V581855,149,2021-08-12,user15,456198,39.03,fix nvh dampening system; reduce blind spot; ,2021-08-15
AAVNFB47ECV285025,142,2021-05-16,roland,98834,22.48,set up auto-delay headlights; check drive axle boots; ,2021-05-19
AAVNFB47ECV285025,142,2021-05-27,roland,150621,67.43,adjust regenerative braking; ,2021-05-30
AAVNFB47ECV285025,142,2021-07-02,user15,371569,67.43,replace serpentine belt; fix air filter restriction indicator; ,2021-07-10
AAVNFB47ECV285025,142,2021-07-17,user12,398991,157.34,replace radiator core & ac condenser; prevent fuel pump shutoff; ,2021-07-30
AAVNFB47ECV285025,142,2021-08-17,user30,525465,89.91,install parking sensors; attach exterior camera; ,2021-09-09
AAVNFB47ECV285025,142,2021-09-12,user29,537540,44.95,fix a-pillar; ,2021-09-15
AH0SCOKRL8K489145,88,2020-06-21,user13,491142,102.54,upgrade navigation system; set up satellite radio; ,2020-07-30
AH0SCOKRL8K489145,88,2020-09-03,user13,606449,358.89,fix external temperature display; improve cylinder configuration; ,2020-09-17
AH0SCOKRL8K489145,88,2020-10-07,roland,681177,51.27,refurbish power steering; fix rear hvac; ,2020-10-08
AH0SCOKRL8K489145,88,2020-10-20,user29,702279,102.54,install turbocharger; adjust traction control system; ,2020-10-23
AH0SCOKRL8K489145,88,2021-02-01,user33,1338584,51.27,fix rear defroster; fix a-pillar; ,2021-02-03
AH0SCOKRL8K489145,88,2021-06-16,user17,1858808,51.27,set up auto-delay headlights; change speaker configuration; ,2021-07-16
AIMDPZ2KMND734997,169,2020-11-15,user15,220759,314.22,fix power activated release; adjust climate control; ,2020-12-04
AIMDPZ2KMND734997,169,2020-12-23,roland,277219,134.67,replace radiator hoses; ,2020-12-26
AIMDPZ2KMND734997,169,2021-02-07,user12,572130,2334.23,adjust low fuel warning indicator; ,2021-06-12
AIMDPZ2KMND734997,169,2021-06-20,user12,658066,673.33,replace brake pedal spring; change brake linings; ,2021-07-31
AIMDPZ2KMND734997,169,2021-09-02,user29,897015,493.78,adjust reverse tilt mirrors; fix cylinder head bolts; ,2021-09-12
AJ2JSVDYM0O897692,72,2020-06-05,user33,42658,820.78,reconfigure service reminder light; attach seat extension; ,2020-08-17
AJ2JSVDYM0O897692,72,2020-08-24,user33,118374,33.27,install on-board diagnosis system; install intelligent alternator; ,2020-09-06
AJ2JSVDYM0O897692,72,2020-10-16,user12,533145,521.31,install intelligent alternator; install intelligent alternator; ,2020-12-21
AJ2JSVDYM0O897692,72,2021-03-22,user15,1624600,33.27,fix steering damper; replace water pump; ,2021-03-26
AJ2JSVDYM0O897692,72,2021-04-20,user15,1794385,177.47,install on-board diagnosis system; install anti-theft alarm; ,2021-05-08
AJ2JSVDYM0O897692,72,2021-05-11,user30,1829618,66.55,replace catalytic converter; change oil filter; ,2021-05-19
AJ2JSVDYM0O897692,72,2021-06-26,user30,2050751,77.64,reduce blind spot; ,2021-07-29
AJ2JSVDYM0O897692,72,2021-08-11,user12,2153802,210.74,adjust accelerator pedal linkage; repair cooled seats; ,2021-09-24
AJLR6IODVV3757973,182,2021-04-21,user15,8766,17.63,change coolant; change wheel cylinders; ,2021-04-27
AJLR6IODVV3757973,182,2021-05-04,user29,38749,70.52,reconfigure service reminder light; ,2021-05-28
AJLR6IODVV3757973,182,2021-06-03,user13,51776,229.2,install intelligent alternator; reduce fuel consumption; ,2021-06-27
AJLR6IODVV3757973,182,2021-09-09,user33,308776,35.26,change wheel cylinders; install anti-theft alarm; ,2021-09-14
AJLR6IODVV3757973,182,2021-09-24,user30,365400,52.89,adjust climate control; fix power activated release; ,2021-09-26
AM7FZWLEUHK307952,137,2021-03-04,user33,248403,876.56,attach exterior camera; fix rear hvac; ,2021-05-19
AM7FZWLEUHK307952,137,2021-07-05,user15,300602,46.96,adjust seat belts tension; replace radiator core & ac condenser; ,2021-07-12
AQ744PRF6TR968003,182,2020-11-05,user15,508071,430.88,install on-board diagnosis system; replace brake pedal spring; ,2021-01-05
AQ744PRF6TR968003,182,2021-02-13,user30,629697,2462.17,adjust traction control system; refurbish power steering; ,2021-05-16
AQ744PRF6TR968003,182,2021-05-18,user12,636139,338.55,prevent fuel pump shutoff; ,2021-06-06
AQ744PRF6TR968003,182,2021-06-17,user12,754290,615.54,adjust climate control; ,2021-07-06
AUQIR5H4HRE068152,84,2021-06-14,user13,284312,59.21,replace brake pedal spring; adjust turn signals; ,2021-06-15
AUQIR5H4HRE068152,84,2021-07-04,user17,501639,503.25,replace brake pedal spring; change wheel cylinders; ,2021-08-12
AZ1R666ZIWS777011,37,2021-06-23,user30,130437,145.78,correct abs; replace serpentine belt; ,2021-07-02
AZ1R666ZIWS777011,37,2021-07-04,user12,151353,91.12,fix rear defroster; ,2021-07-09
AZ1R666ZIWS777011,37,2021-07-13,user33,169988,72.89,repair direct injection system; ,2021-07-17
AZ1R666ZIWS777011,37,2021-08-04,user29,260947,109.34,set up auto-delay headlights; repair cooled seats; ,2021-08-16
AZ1R666ZIWS777011,37,2021-08-25,user33,287684,36.45,replace ace filter; reduce fuel consumption; ,2021-08-26
AZ1R666ZIWS777011,37,2021-08-29,user17,304104,18.22,adjust accelerator pedal linkage; fix cylinder head bolts; ,2021-08-30
AZ1R666ZIWS777011,37,2021-09-06,user33,332775,109.34,replace ace filter; install roof spoiler; ,2021-09-12
AZA8YX5O3PY967382,174,2021-04-26,roland,365501,78.72,change wheel cylinders; remove oversteer; ,2021-05-01
AZA8YX5O3PY967382,174,2021-05-15,user12,434509,39.36,repair direct injection system; improve engine performance; ,2021-05-15
AZA8YX5O3PY967382,174,2021-06-14,user29,783423,1810.57,change speaker configuration; install curtain airbags; ,2021-09-13
B4HYVLVNMCG170801,84,2021-05-08,user17,88279,39.47,fix rear defroster; reduce carbon footprint; ,2021-05-10
B4HYVLVNMCG170801,84,2021-06-01,roland,100429,394.71,install intelligent alternator; install on-board diagnosis system; ,2021-07-01
B4HYVLVNMCG170801,84,2021-07-11,user30,150883,631.53,install active pedestrian protection system; fix nvh dampening system; ,2021-08-11
B6MT5EQQSFX854507,55,2021-08-03,user30,388860,13.87,repair direct injection system; install separate rear audio; ,2021-08-03
B6MT5EQQSFX854507,55,2021-08-09,user29,459762,27.75,fix nvh dampening system; adjust adaptive cruise control; ,2021-08-13
B6MT5EQQSFX854507,55,2021-09-06,roland,699339,110.99,fix rear defroster; install smoked glass; ,2021-09-13
B6MT5EQQSFX854507,55,2021-09-20,user29,702485,41.62,change timing belt; change coolant; ,2021-09-25
B6RK4XX6O4W718066,199,2021-01-07,user29,271669,1762.97,install intelligent alternator; reduce blind spot; ,2021-02-13
B6RK4XX6O4W718066,199,2021-03-15,user33,589228,568.7,prevent fuel pump shutoff; change speaker configuration; ,2021-03-28
B6RK4XX6O4W718066,199,2021-04-15,user33,719373,2047.32,replace fuel filter; ,2021-06-15
B6RK4XX6O4W718066,199,2021-06-18,user12,730748,56.87,install anti-theft alarm; adjust accelerator pedal linkage; ,2021-07-06
B6RK4XX6O4W718066,199,2021-07-22,user15,805902,341.22,adjust ignition timing; reduce blind spot; ,2021-07-28
B6RK4XX6O4W718066,199,2021-09-11,roland,1113315,56.87,replace crankcase ventilation filter; change coolant; ,2021-09-23
B8R5GVJM8U6577878,52,2021-05-02,user15,82054,1020.21,attach seat extension; ,2021-06-29
B8R5GVJM8U6577878,52,2021-08-20,roland,316165,34.01,install roof spoiler; repair cooled seats; ,2021-09-06
B8R5GVJM8U6577878,52,2021-09-17,user13,337119,68.01,configure audio remote control; install on-board diagnosis system; ,2021-09-22
BEE6XDILLEY125933,187,2021-07-05,user15,197613,27.2,adjust regenerative braking; adjust retractable mirrors; ,2021-07-19
BEE6XDILLEY125933,187,2021-07-20,user13,207124,353.66,fix ventilated seats; ,2021-08-10
BEE6XDILLEY125933,187,2021-08-18,user15,277695,489.68,add heated windshield; replace stabilizer bar; ,2021-09-12
BEE6XDILLEY125933,187,2021-09-13,user12,278706,108.82,adjust reverse tilt mirrors; attach seat extension; ,2021-09-22
BJBHBZBQT6J386548,58,2021-03-12,user15,25951,127.47,install curtain airbags; adjust seat belts tension; ,2021-04-06
BJBHBZBQT6J386548,58,2021-04-16,user15,95553,36.42,set up gyro sensor; fix broken tow hooks; ,2021-04-21
BJBHBZBQT6J386548,58,2021-08-10,user29,1189282,127.47,improve engine performance; replace liftgate window; ,2021-09-11
BNWVPB0TCZ5369050,102,2020-12-15,user15,261046,112.5,fix nvh dampening system; adjust block heater; ,2020-12-16
BNWVPB0TCZ5369050,102,2021-02-11,roland,922593,506.24,change suspension fluid; fix cylinder head bolts; ,2021-02-23
BNWVPB0TCZ5369050,102,2021-03-21,user15,1164879,562.49,fix broken tow hooks; fix nvh dampening system; ,2021-04-03
BNWVPB0TCZ5369050,102,2021-05-14,user17,1256377,168.75,refurbish power steering; install smoked glass; ,2021-05-16
BNWVPB0TCZ5369050,102,2021-06-11,user29,1487224,393.74,change memory settings of the onboard computer; replace catalytic converter; ,2021-06-25
BNWVPB0TCZ5369050,102,2021-07-13,user29,1623221,787.48,replace liftgate window; change oil filter; ,2021-08-08
BNWVPB0TCZ5369050,102,2021-08-17,user17,1657308,393.74,install separate rear audio; install curtain airbags; ,2021-09-16
BO6V8DRDEV2627679,188,2021-03-24,user17,64495,435.49,adjust reverse tilt mirrors; install separate rear audio; ,2021-03-31
BO6V8DRDEV2627679,188,2021-04-25,user29,112767,1679.74,install turbocharger; make polarization coating; ,2021-06-02
BO6V8DRDEV2627679,188,2021-06-15,user29,206511,186.64,refurbish power steering; change coolant; ,2021-06-20
BO6V8DRDEV2627679,188,2021-06-30,user15,313203,186.64,adjust block heater; change purge valve; ,2021-07-16
BO6V8DRDEV2627679,188,2021-07-18,user12,334216,373.27,replace catalytic converter; replace catalytic converter; ,2021-07-24
BO6V8DRDEV2627679,188,2021-09-04,user15,706025,435.49,attach seat extension; change air conditioner refrigerant; ,2021-09-14
BROGP21GT25414842,121,2021-05-21,user17,42022,146.21,adjust low fuel warning indicator; set up satellite radio; ,2021-05-23
BROGP21GT25414842,121,2021-05-30,user30,70132,292.41,fix nvh dampening system; install roof spoiler; ,2021-06-10
BROGP21GT25414842,121,2021-06-26,user29,76315,243.68,replace ace filter; set up gyro sensor; ,2021-07-04
BROGP21GT25414842,121,2021-07-08,user33,89633,292.41,install on-board diagnosis system; replace crankcase ventilation filter; ,2021-07-17
BROGP21GT25414842,121,2021-07-28,user13,116074,97.47,replace timing belt tensioner; improve cylinder configuration; ,2021-08-03
BROGP21GT25414842,121,2021-08-08,user33,138535,48.74,set up auto-delay headlights; correct abs; ,2021-08-10
BROGP21GT25414842,121,2021-08-11,user30,148012,48.74,reconfigure service reminder light; ,2021-08-12
BROGP21GT25414842,121,2021-08-30,user33,353957,877.24,install vanity mirrors; replace radiator core & ac condenser; ,2021-09-16
BROGP21GT25414842,121,2021-09-21,user13,359108,97.47,replace timing belt tensioner; fix rear hvac; ,2021-09-22
BSAQRUZ4AQV214478,164,2020-08-17,user15,120760,1381.28,install separate rear audio; replace water pump; ,2021-02-20
BSAQRUZ4AQV214478,164,2021-03-07,user17,234663,328.88,replace ace filter; adjust retractable mirrors; ,2021-04-10
C15AQKT03T5311862,83,2021-02-10,roland,85671,12.04,adjust hybrid performance; ,2021-02-11
C15AQKT03T5311862,83,2021-03-15,user12,307177,96.35,fix nvh dampening system; fix ventilated seats; ,2021-03-23
C15AQKT03T5311862,83,2021-04-01,user29,314686,12.04,adjust accelerator pedal linkage; add heated windshield; ,2021-04-04
C15AQKT03T5311862,83,2021-04-12,roland,377592,24.09,change wheel cylinders; replace steering column lock; ,2021-04-18
C15AQKT03T5311862,83,2021-04-21,user29,405681,252.91,replace crankcase ventilation filter; reduce carbon footprint; ,2021-05-27
C15AQKT03T5311862,83,2021-07-28,user30,933502,204.74,replace timing belt tensioner; adjust retractable mirrors; ,2021-08-17
C15AQKT03T5311862,83,2021-08-23,user29,952198,168.61,configure universal remote control; repair seatbelt force limiters; ,2021-09-16
C2JK28BV6S1248001,193,2021-06-22,user15,172365,635.44,install curtain airbags; fix nvh dampening system; ,2021-07-15
C2JK28BV6S1248001,193,2021-08-01,user17,338989,28.88,install parking sensors; attach exterior camera; ,2021-08-03
C2JK28BV6S1248001,193,2021-08-09,user30,366217,28.88,reduce carbon footprint; attach seat extension; ,2021-08-10
C2JK28BV6S1248001,193,2021-08-12,user17,370858,115.53,repair seatbelt force limiters; repair shiftable automatic transmission; ,2021-08-15
C2JK28BV6S1248001,193,2021-08-19,roland,399554,173.3,install on-board diagnosis system; replace brake pedal spring; ,2021-08-25
C2JK28BV6S1248001,193,2021-08-28,user29,409857,115.53,fix solar sunroof; adjust hybrid performance; ,2021-09-01
C2SS48P7UYI831488,170,2021-06-09,user12,95353,119.23,reduce fuel consumption; adjust retractable mirrors; ,2021-06-11
C2SS48P7UYI831488,170,2021-06-17,user30,96278,158.98,fix deceleration system; make polarization coating; ,2021-06-21
C2SS48P7UYI831488,170,2021-07-06,user30,156877,278.21,replace radiator hoses; ,2021-07-12
C2SS48P7UYI831488,170,2021-07-24,user30,282054,357.7,adjust hybrid performance; change speaker configuration; ,2021-08-02
C2SS48P7UYI831488,170,2021-08-11,user17,327362,596.16,change oil filter; ,2021-09-06
C2SS48P7UYI831488,170,2021-09-15,user30,388308,39.74,change wheel cylinders; configure audio remote control; ,2021-09-22
CJJ5SBM35DI082557,40,2021-06-15,roland,14463,1991.27,replace fuel filter; change purge valve; ,2021-09-24
COPRS63UGGH984959,192,2021-06-04,user12,158292,114.68,fix steering damper; attach exterior camera; ,2021-06-05
COPRS63UGGH984959,192,2021-06-06,user29,163462,1261.44,set up satellite radio; change steering rack; ,2021-07-09
COPRS63UGGH984959,192,2021-07-19,user33,227870,57.34,fix ventilated seats; fix cylinder head bolts; ,2021-07-20
COPRS63UGGH984959,192,2021-07-23,user13,261567,114.68,attach seat extension; fix power activated release; ,2021-07-26
COPRS63UGGH984959,192,2021-08-06,roland,311795,344.03,replace crankcase ventilation filter; replace water pump; ,2021-08-12
COPRS63UGGH984959,192,2021-08-15,user30,337294,114.68,repair shiftable automatic transmission; install optional equipment; ,2021-08-16
COPRS63UGGH984959,192,2021-08-28,user17,365789,114.68,fix steering damper; adjust seat belts tension; ,2021-09-01
COPRS63UGGH984959,192,2021-09-16,user17,420214,229.35,install separate rear audio; fix a-pillar; ,2021-09-20
CQ7SBSA7JFD966361,80,2021-03-01,user12,68739,7965.59,upgrade navigation system; install roof spoiler; ,2021-05-19
CQ7SBSA7JFD966361,80,2021-06-08,roland,180649,13541.5,fix nvh dampening system; replace ace filter; ,2021-09-01
CQ7SBSA7JFD966361,80,2021-09-08,user33,191740,477.94,replace ace filter; change steering rack; ,2021-09-22
D1YNI86BAFG479600,159,2020-12-19,roland,208113,50.63,attach spoiler; set up auto-delay headlights; ,2020-12-20
D1YNI86BAFG479600,159,2021-03-07,user29,1106543,278.47,adjust accelerator pedal linkage; replace liftgate window; ,2021-03-19
D1YNI86BAFG479600,159,2021-03-26,user17,1155088,253.15,prevent fuel pump shutoff; replace radiator hoses; ,2021-05-24
D1YNI86BAFG479600,159,2021-06-24,user15,1293076,50.63,attach seat extension; repair shiftable automatic transmission; ,2021-06-26
D1YNI86BAFG479600,159,2021-07-13,user13,1328753,253.15,reduce fuel consumption; fix rear hvac; ,2021-07-25
D1YNI86BAFG479600,159,2021-08-14,user13,1437574,202.52,configure universal remote control; make polarization coating; ,2021-08-23
D44SOXOWG6K878614,86,2021-06-16,user17,49851,514.93,check drive axle boots; prevent fuel pump shutoff; ,2021-07-20
DQ8KBM24EHR977367,28,2020-03-16,roland,328523,579.93,reduce fuel consumption; install active pedestrian protection system; ,2020-04-05
DQ8KBM24EHR977367,28,2020-05-26,user17,474308,108.74,replace timing belt tensioner; fix air filter restriction indicator; ,2020-05-28
DQ8KBM24EHR977367,28,2020-06-23,roland,652939,978.63,reduce carbon footprint; install roof spoiler; ,2020-07-26
DQ8KBM24EHR977367,28,2020-08-08,user13,736423,108.74,replace ace filter; upgrade navigation system; ,2020-08-14
DQ8KBM24EHR977367,28,2020-10-16,user15,1368407,1776.03,attach exterior camera; repair seatbelt force limiters; ,2020-12-12
DQ8KBM24EHR977367,28,2021-02-21,user17,2019130,217.47,improve engine performance; adjust reverse tilt mirrors; ,2021-03-17
DQ8KBM24EHR977367,28,2021-04-13,user30,2110374,543.68,make polarization coating; fix air filter restriction indicator; ,2021-05-25
DQXE6GO6G5V238732,175,2021-02-11,user12,83734,39,adjust seat belts tension; change speaker configuration; ,2021-05-12
DQXE6GO6G5V238732,175,2021-06-08,user12,172050,39,fix power activated release; ,2021-06-12
DQXE6GO6G5V238732,175,2021-06-13,user12,183401,78,replace steering column lock; adjust ignition timing; ,2021-06-20
DQXE6GO6G5V238732,175,2021-07-06,user15,325304,1871.92,replace tail lights; install on-board diagnosis system; ,2021-09-05
DU3RGWYKW1Y406090,2,2021-09-17,user17,288551,15.65,set up gyro sensor; check drive axle boots; ,2021-09-17
DVKLB2SJQZ4928063,73,2020-10-09,user15,209584,1016.01,replace steering column lock; adjust reverse tilt mirrors; ,2020-11-15
DVKLB2SJQZ4928063,73,2021-02-20,user30,281700,203.2,replace steering column lock; fix solar sunroof; ,2021-02-27
DVKLB2SJQZ4928063,73,2021-03-11,user30,397038,101.6,install anti-theft alarm; install optional equipment; ,2021-03-17
DVKLB2SJQZ4928063,73,2021-04-18,user33,649235,152.4,install dusk-sensing headlights; reduce fuel consumption; ,2021-04-28
DVKLB2SJQZ4928063,73,2021-05-30,user12,1012151,304.8,repair shiftable automatic transmission; ,2021-06-26
DVKLB2SJQZ4928063,73,2021-08-31,user15,1475685,203.2,reduce fuel consumption; reduce fuel consumption; ,2021-09-08
DXWOU1SERL5871765,163,2021-05-13,user30,354071,177,repair cooled seats; ,2021-05-27
E0TRL43QPJZ815034,9,2021-05-18,user13,53793,13.58,prevent fuel pump shutoff; ,2021-05-19
E0TRL43QPJZ815034,9,2021-05-20,user13,60648,40.73,attach exterior camera; change air conditioner refrigerant; ,2021-05-22
E0TRL43QPJZ815034,9,2021-05-27,user30,85716,27.15,change pcv filter/pcv valve; adjust turn signals; ,2021-05-31
E0TRL43QPJZ815034,9,2021-06-14,user15,166775,54.31,adjust hybrid performance; repair direct injection system; ,2021-06-18
E0TRL43QPJZ815034,9,2021-07-03,user17,210620,13.58,configure universal remote control; reconfigure service reminder light; ,2021-07-21
E0TRL43QPJZ815034,9,2021-07-28,roland,242419,27.15,make polarization coating; ,2021-08-10
E0TRL43QPJZ815034,9,2021-09-04,user33,502241,13.58,change steering rack; ,2021-09-13
E4QKUQMW0P8911175,117,2020-09-01,roland,48195,42.49,install dusk-sensing headlights; fix sunroof; ,2020-09-03
E4QKUQMW0P8911175,117,2020-09-24,user33,261731,70.82,replace radiator core & ac condenser; ,2020-09-29
E4QKUQMW0P8911175,117,2020-11-28,user29,939785,127.47,fix air filter restriction indicator; attach spoiler; ,2020-12-23
E7IYDL7OWFB606746,200,2021-04-20,roland,56463,178.21,attach exterior camera; replace brake pedal spring; ,2021-05-11
E7IYDL7OWFB606746,200,2021-05-18,user13,79593,11.14,repair shiftable automatic transmission; install parking sensors; ,2021-05-20
E7IYDL7OWFB606746,200,2021-06-18,user30,355951,144.79,fix cylinder head bolts; change oil filter; ,2021-07-07
E7IYDL7OWFB606746,200,2021-07-25,user29,491680,77.96,replace fuel filter; adjust running boards; ,2021-08-03
E7IYDL7OWFB606746,200,2021-08-25,user12,746182,222.76,reduce carbon footprint; adjust climate control; ,2021-09-25
EHD6YVSC102433673,50,2021-08-29,user12,819669,56.36,reduce blind spot; fix ventilated seats; ,2021-09-09
EL1MM2S516M653465,56,2021-07-21,user15,408615,153.89,fix a-pillar; adjust low fuel warning indicator; ,2021-07-26
EL1MM2S516M653465,56,2021-09-05,user17,736690,430.88,change timing belt; check drive axle boots; ,2021-09-18
EQBIYSJUAOQ651323,164,2021-01-09,user15,292850,1291.09,fix solar sunroof; change brake linings; ,2021-03-04
EQBPALH70WZ127691,135,2020-12-19,roland,18996,1079.4,adjust running boards; ,2021-04-25
EQBPALH70WZ127691,135,2021-05-13,user33,184905,34.09,replace brake pedal spring; fix rear hvac; ,2021-05-23
EQBPALH70WZ127691,135,2021-06-29,roland,278419,11.36,fix power activated release; change speaker configuration; ,2021-07-04
ESP5Z0140W6022687,88,2021-06-13,user12,161966,295.69,install dusk-sensing headlights; adjust reverse tilt mirrors; ,2021-06-29
ESP5Z0140W6022687,88,2021-07-23,user12,293801,315.41,change purge valve; adjust block heater; ,2021-09-14
EZLHZ7DD2ZE033058,35,2021-05-13,user33,153240,2832.74,fix a-pillar; replace fuel filter; ,2021-08-09
EZLHZ7DD2ZE033058,35,2021-08-17,user33,216089,1710.33,adjust low fuel warning indicator; change pcv filter/pcv valve; ,2021-09-20
F1MEI0IF6FC764593,137,2021-02-28,user15,615832,7436.09,adjust adaptive cruise control; configure universal remote control; ,2021-08-31
F3DB4T10CH7242347,104,2021-06-27,user12,60159,165.03,replace fuel filter; reduce carbon footprint; ,2021-07-04
F3DB4T10CH7242347,104,2021-07-17,user12,183789,474.46,replace water pump; reduce carbon footprint; ,2021-08-17
F3DB4T10CH7242347,104,2021-09-05,user13,229280,41.26,set up satellite radio; adjust low fuel warning indicator; ,2021-09-11
F3DB4T10CH7242347,104,2021-09-20,user30,293154,20.63,adjust reverse tilt mirrors; ,2021-09-20
F63IMMDNGBM441376,141,2021-04-24,user13,135689,72.26,install roof spoiler; adjust climate control; ,2021-06-01
F63IMMDNGBM441376,141,2021-06-18,user17,334839,662.38,fix deceleration system; install curtain airbags; ,2021-08-18
F63IMMDNGBM441376,141,2021-08-24,user17,405760,96.35,install vanity mirrors; install smoked glass; ,2021-09-10
F66S3YWRFV8712696,146,2021-07-08,roland,141285,194.8,reconfigure service reminder light; ,2021-07-12
F66S3YWRFV8712696,146,2021-07-20,user33,199816,77.92,replace brake pedal spring; ,2021-08-02
F66S3YWRFV8712696,146,2021-08-23,user13,432701,233.76,replace water pump; ,2021-08-30
FB4IGVK46ES832414,137,2021-06-11,user13,9752,1575.33,install dusk-sensing headlights; replace crankcase ventilation filter; ,2021-06-24
FB4IGVK46ES832414,137,2021-06-29,user29,13726,337.57,make polarization coating; fix external temperature display; ,2021-07-11
FB4IGVK46ES832414,137,2021-07-17,user30,59022,337.57,change steering rack; adjust regenerative braking; ,2021-07-20
FB4IGVK46ES832414,137,2021-07-22,user12,68971,225.05,replace ace filter; fix cylinder head bolts; ,2021-07-23
FB4IGVK46ES832414,137,2021-07-29,user17,73889,675.14,set up satellite radio; adjust ignition timing; ,2021-08-03
FB4IGVK46ES832414,137,2021-08-06,user13,97350,225.05,change coolant; change coolant; ,2021-08-07
FB4IGVK46ES832414,137,2021-08-24,user30,258332,112.52,fix ventilated seats; replace stabilizer bar; ,2021-08-25
FB4IGVK46ES832414,137,2021-08-26,user13,269461,787.67,fix solar sunroof; change brake linings; ,2021-09-03
FB4IGVK46ES832414,137,2021-09-23,user17,431842,112.52,attach exterior camera; install roof spoiler; ,2021-09-24
FC3M4R3UFSZ782289,84,2021-04-22,user29,705733,65.3,check drive axle boots; ,2021-05-03
FC3M4R3UFSZ782289,84,2021-07-03,user33,1018077,348.24,replace tail lights; fix ventilated seats; ,2021-08-11
FDMBXB0I4YT845555,71,2020-09-10,roland,51964,796.18,install optional equipment; fix a-pillar; ,2020-11-15
FDMBXB0I4YT845555,71,2020-11-28,user12,118572,56.87,configure audio remote control; ,2020-12-09
FDMBXB0I4YT845555,71,2021-01-05,roland,180403,1023.66,install optional equipment; ,2021-01-22
FDMBXB0I4YT845555,71,2021-02-15,user30,193372,56.87,configure universal remote control; replace water pump; ,2021-02-16
FDMBXB0I4YT845555,71,2021-02-25,user13,221963,682.44,fix air filter restriction indicator; install intelligent alternator; ,2021-04-09
FDMBXB0I4YT845555,71,2021-04-16,user33,258429,853.05,fix nvh dampening system; ,2021-05-07
FDMBXB0I4YT845555,71,2021-06-12,user13,273295,170.61,adjust climate control; repair seatbelt force limiters; ,2021-06-16
FDMBXB0I4YT845555,71,2021-07-30,user15,493776,341.22,make polarization coating; ,2021-08-06
FDMBXB0I4YT845555,71,2021-08-12,roland,538707,568.7,improve engine performance; adjust reverse tilt mirrors; ,2021-09-03
FH1HMJOS4ZT144716,91,2021-06-26,user33,130668,13.87,install dusk-sensing headlights; fix ventilated seats; ,2021-06-26
FH1HMJOS4ZT144716,91,2021-06-28,roland,148382,27.75,adjust low fuel warning indicator; fix sunroof; ,2021-07-05
